frame,player1_position_x,player1_position_y,player2_position_x,player2_position_y
2003,39,564,268,570
2004,36,570,259,571
2005,29,570,247,572
2006,23,571,234,571
2007,17,577,226,573
2008,209,572,419,574
2009,196,573,409,572
2010,181,572,397,572
2011,167,571,391,576
2012,144,570,371,573
2013,133,572,363,573
2014,110,569,337,573
2015,91,572,322,576
2016,78,570,306,576
2017,70,573,298,571
2018,56,574,274,575
2019,50,575,262,574
2020,42,573,240,574
2021,32,575,220,574
2022,205,573,478,638
2023,194,572,468,633
2024,165,573,457,630
2025,153,573,451,628
2026,139,575,438,626
2027,127,570,436,620
2028,109,569,430,618
2029,96,567,428,614
2030,87,568,424,612
2031,86,565,424,607
2032,78,562,418,606
2033,77,556,418,602
2034,77,553,420,599
2035,76,550,424,597
2036,80,552,431,600
2037,82,552,434,599
2038,85,555,440,601
2039,90,558,450,606
2040,100,558,461,611
2041,107,559,464,614
2042,121,558,482,618
2043,143,562,491,621
2044,161,561,510,623
2045,169,560,513,626
2046,186,560,538,629
2047,194,562,545,634
2048,203,562,557,635
2049,210,563,565,642
2050,221,562,595,652
2051,223,561,603,651
2052,225,559,613,656
2053,227,558,617,661
2054,229,558,623,672
2055,230,558,628,676
2056,232,558,637,687
2057,234,555,633,692
2058,234,554,625,700
2059,235,554,623,705
2060,235,550,608,708
2061,235,551,604,715
2062,235,547,612,718
2063,235,549,573,720
2064,234,545,557,721
2065,234,547,547,721
2066,234,542,538,719
2067,235,544,534,720
2068,236,544,527,715
2069,239,543,512,707
2070,24,543,240,542
2071,26,544,243,541
2072,27,543,481,690
2073,29,541,500,687
2074,511,683,,
2075,492,678,,
2076,552,673,,
2077,563,671,,
2078,588,701,,
2079,29,544,599,691
2080,580,702,,
2081,560,707,,
2082,527,700,,
2083,512,689,,
2084,19,543,503,698
2085,501,701,,
2086,197,542,501,694
2087,192,544,501,699
2088,180,545,496,703
2089,177,543,489,699
2090,171,548,479,701
2091,165,551,471,701
2092,151,549,459,700
2093,138,550,447,699
2094,130,553,159,554
2095,148,553,430,701
2096,132,558,417,702
2097,124,559,411,707
2098,106,556,391,702
2099,96,564,381,698
2100,89,564,359,690
2101,81,565,357,679
2102,81,566,345,675
2103,85,572,334,668
2104,77,578,326,665
2105,75,571,322,659
2106,316,654,1162,682
2107,312,648,1171,672
2108,54,633,304,641
2109,50,627,297,635
2110,287,627,,
2111,277,622,,
2112,267,618,,
2113,258,617,,
2114,244,616,1241,609
2115,238,618,1253,598
2116,221,619,1261,580
2117,213,619,1259,574
2118,204,620,1272,559
2119,201,620,,
2120,207,621,1291,542
2121,210,624,,
2122,218,625,,
2123,220,629,,
2124,226,635,,
2125,231,641,1340,565
2126,236,651,1342,564
2127,239,654,,
2129,249,659,1336,627
2130,250,658,1353,642
2132,257,651,1369,686
2133,258,648,1398,688
2134,259,647,1371,689
2135,255,640,1367,689
2136,256,636,1354,689
2137,252,628,1327,690
2138,248,623,1313,689
2139,245,616,1305,691
2140,247,611,1296,689
2141,236,595,1289,690
2142,230,590,1271,689
2143,257,587,1264,690
2144,258,586,1298,572
2145,258,589,1287,573
2146,230,566,1280,580
2147,201,554,1227,694
2148,1244,695,1272,620
2149,213,541,1265,619
2150,1214,701,1261,607
2151,1257,602,,
2152,1250,586,,
2153,1243,584,,
2154,1236,581,,
2155,1229,581,,
2156,1170,700,1218,581
2157,1215,581,,
2158,1206,581,,
2159,1201,584,,
2160,1198,581,,
2161,1140,701,1193,582
2162,1187,584,,
2163,1186,584,,
2164,1185,583,,
2165,1183,583,,
2166,1182,584,,
2167,1179,583,,
2168,1170,699,1178,580
2169,1167,700,1175,579
2170,1168,699,1173,583
2171,179,541,1165,699
2172,181,542,1165,698
2173,183,544,1168,696
2174,1168,696,,
2175,188,542,1166,694
2176,193,547,1165,695
2177,195,557,1166,695
2178,197,562,1167,695
2179,200,568,1167,695
2180,205,558,1168,693
2181,207,558,1169,691
2182,214,553,1171,690
2183,217,553,1175,688
2184,222,551,1176,687
2185,225,555,1176,572
2186,230,552,1175,643
2187,233,552,1176,573
2188,238,548,1176,648
2189,241,547,1176,688
2191,248,547,1176,690
2194,262,554,1176,690
2195,264,558,1174,692
2196,269,556,1173,694
2202,290,552,1184,580
2203,295,550,1184,699
2204,301,549,1187,586
2205,303,550,1187,701
2236,510,565,1296,720
2238,521,570,1302,726
2239,524,571,1308,721
2240,528,572,1312,713
2241,533,573,1314,717
2242,539,575,1315,725
2243,540,574,1317,726
2244,542,573,1318,727
2245,544,575,1319,728
2246,543,575,1318,728
2247,542,574,1321,726
2248,544,576,1329,728
2249,546,577,1323,724
2250,549,578,1327,729
2251,552,576,1334,728
2252,554,577,1339,729
2253,556,577,1334,729
2254,556,578,1333,726
2255,557,578,1329,728
2256,559,580,1324,729
2257,566,577,1319,729
2258,572,576,1320,727
2259,573,576,1321,725
2260,568,577,1320,727
2261,572,578,1320,727
2262,575,577,1323,727
2263,578,576,1324,727
2264,577,576,1326,728
2265,580,576,1328,728
2266,582,576,1328,728
2267,584,576,1330,727
2268,587,577,1330,725
2269,591,578,1330,723
2270,596,580,1331,724
2271,600,581,1330,728
2272,603,579,1332,730
2273,607,581,1333,727
2274,609,580,1333,728
2275,613,582,1333,730
2276,643,581,1333,726
2277,645,580,1332,729
2306,905,575,,
2307,906,576,,
2308,907,576,,
2309,909,577,,
2310,910,577,,
2311,913,578,,
2312,913,579,,
2313,913,579,,
2314,913,579,,
2315,912,580,,
2316,913,580,,
2317,914,581,,
2318,914,582,,
2319,914,582,,
2320,913,583,,
2321,913,584,,
2322,913,584,,
2323,913,584,,
2324,912,585,,
2325,911,585,,
2326,911,586,,
2327,910,586,,
2328,910,587,,
2329,908,588,,
2330,908,589,,
2331,907,590,,
2332,906,590,,
2333,905,590,,
2334,904,591,,
2335,905,590,,
2336,904,593,,
2337,902,594,,
2338,902,593,,
2339,901,594,,
2340,899,595,,
2341,898,595,,
2342,898,596,,
2343,897,596,,
2344,898,596,,
2345,897,597,,
2346,896,598,,
2347,896,597,,
2348,896,600,,
2349,895,600,,
2350,894,601,,
2351,893,602,,
2352,892,602,,
2353,891,603,,
2354,889,602,,
2355,888,603,,
2356,888,603,,
2357,888,605,,
2358,887,605,,
2359,887,606,,
2360,887,606,,
2361,886,607,,
2362,884,608,,
2363,882,609,,
2364,881,610,,
2365,881,611,,
2366,881,611,,
2367,881,612,,
2368,880,612,,
2369,880,612,,
2370,881,613,,
2371,881,613,,
2372,882,614,,
2373,882,614,,
2374,881,614,,
2375,882,615,,
2376,881,615,,
2377,881,615,,
2378,882,615,,
2379,882,616,,
2380,882,616,,
2381,882,617,,
2382,882,618,,
2383,882,619,,
2384,883,620,,
2385,884,620,,
2386,883,622,,
2387,882,622,,
2388,882,623,,
2389,881,623,,
2390,881,624,,
2391,880,624,,
2392,880,624,,
2393,879,625,,
2394,880,625,,
2395,881,626,,
2396,882,628,,
2397,884,629,,
2398,885,630,,
2399,885,631,,
2400,883,634,,
2401,882,635,,
2402,882,637,,
2403,881,639,,
2404,881,641,,
2405,881,642,,
2406,881,644,,
2407,881,645,,
2408,880,645,,
2409,881,646,,
2410,881,646,,
2411,882,647,,
2412,882,648,,
2413,881,650,,
2414,881,651,,
2415,881,652,,
2416,882,654,,
2417,884,656,,
2418,884,657,,
2419,885,658,,
2420,885,658,,
2421,886,659,,
2422,887,661,,
2423,886,662,,
2424,885,664,,
2425,885,666,,
2426,883,669,,
2427,885,670,,
2428,884,672,,
2429,885,673,,
2430,884,675,,
2431,886,676,,
2432,887,677,,
2433,886,678,,
2434,887,680,,
2435,888,681,,
2436,888,683,,
2437,888,685,,
2438,890,687,,
2439,890,689,,
2440,891,691,,
2441,892,693,,
2442,892,694,,
2443,892,696,,
2444,893,697,,
2445,892,698,,
2446,892,699,,
2447,893,699,,
2448,893,699,,
2449,893,700,,
2450,894,702,,
2451,896,703,,
2452,897,706,,
2453,897,708,,
2454,896,709,,
2455,896,711,,
2456,895,713,,
2457,896,714,,
2458,897,715,,
2459,897,716,,
2460,895,718,,
2461,895,719,,
2462,896,720,,
2463,897,721,,
2464,897,722,,
2465,897,723,,
2466,898,724,,
2467,899,726,,
2468,900,728,,
2469,900,729,,
2470,900,730,,
2471,900,732,,
2472,903,733,,
2473,902,734,,
2474,902,735,,
2475,903,737,,
2476,903,737,,
2477,903,739,,
2478,903,740,,
2479,904,741,,
2480,904,742,,
2481,906,743,,
2482,906,744,,
2483,907,746,,
2484,908,746,,
2485,909,747,,
2486,909,748,,
2487,910,749,,
2488,912,749,,
2489,912,750,,
2490,913,752,,
2491,913,753,,
2492,914,754,,
2493,915,754,,
2494,914,756,,
2495,915,756,,
2496,915,757,,
2497,915,757,,
2498,914,758,,
2499,915,758,,
2500,915,759,,
2501,915,759,,
2502,915,759,,
2503,915,759,,
2504,916,760,,
2505,917,759,,
2506,917,759,,
2507,917,760,,
2508,918,760,,
2509,918,761,,
2510,919,762,,
2511,919,762,,
2512,920,762,,
2513,920,762,,
2514,921,763,,
2515,921,761,,
2516,922,761,,
2517,922,760,,
2518,922,760,,
2519,923,761,,
2520,923,760,,
2521,925,760,,
2522,926,760,,
2523,926,760,,
2524,928,760,,
2525,928,760,,
2526,930,760,,
2527,932,760,,
2528,932,760,,
2529,932,761,,
2530,934,760,,
2531,935,759,,
2532,935,758,,
2533,937,758,,
2534,937,757,,
2535,937,756,,
2536,937,756,,
2537,938,755,,
2538,939,754,,
2539,939,753,,
2540,939,753,,
2541,940,752,,
2542,940,751,,
2543,940,750,,
2544,941,749,,
2545,941,749,,
2546,942,747,,
2547,944,746,,
2548,944,746,,
2549,946,745,,
2554,949,746,,
2555,951,746,,
2556,952,746,,
2557,952,746,,
2558,954,746,,
2559,955,747,,
2560,957,749,,
2561,958,751,,
2813,1595,776,,
2814,1601,779,,
2815,1606,780,,
2816,1610,781,,
2817,1608,782,,
2818,1610,782,,
2819,1612,784,,
2820,1614,783,,
2821,1616,784,,
2822,1606,785,,
2823,1599,784,,
2824,1604,784,,
2825,1600,784,,
2826,1612,782,,
2827,1601,782,,
2828,1617,780,,
2829,1617,779,,
2830,1623,777,,
2831,1624,775,,
2832,1624,771,,
2833,1625,770,,
2834,1626,768,,
2835,1626,766,,
2836,1625,761,,
2837,1623,759,,
2838,1624,758,,
2839,1621,756,,
2840,1620,753,,
2841,1616,751,,
2842,1612,750,,
2843,1610,749,,
2844,1607,748,,
2845,1606,748,,
2846,1605,748,,
2847,1602,748,,
2848,1600,749,,
2849,1600,748,,
2850,1599,749,,
2851,1599,751,,
2852,1598,753,,
2853,1599,754,,
2928,735,975,,
2929,385,828,1015,968
2930,385,848,930,951
2931,1113,941,,
2932,414,849,1187,918
2934,1339,876,,
2935,1175,869,1391,868
2936,555,930,1461,834
2937,67,892,578,917
2938,82,869,1530,792
2939,97,850,1184,783
2940,114,827,653,934
2941,127,802,1287,747
2942,182,783,746,861
2943,177,760,761,798
2944,162,744,1592,677
2945,171,725,1596,669
2946,217,713,1611,655
2947,227,680,1623,647
2948,240,680,1155,647
2949,243,679,1162,629
2950,246,681,1203,608
2951,247,680,1218,588
2952,247,683,1246,569
2953,246,685,1283,554
2954,244,688,1649,639
2955,238,692,1650,646
2956,229,699,1648,657
2957,220,715,1641,651
2958,172,723,1631,673
2959,159,740,1624,689
2960,189,752,1604,705
2961,129,767,1596,715
2962,147,781,1562,732
2963,84,738,124,799
2964,59,783,1503,766
2965,1463,786,,
3025,779,590,994,967
3026,784,595,963,968
3027,788,591,957,969
3424,546,555,1387,622
3425,546,555,1387,622
3426,541,556,1387,625
3427,541,556,1387,625
3428,541,556,1387,625
3429,541,556,1387,625
3430,541,556,1387,624
3431,541,556,1387,624
3432,541,557,1387,624
3433,542,557,1387,624
3434,542,558,1387,624
3435,542,558,1387,624
3436,542,558,1387,624
3437,542,558,1387,624
3438,543,558,1387,624
3439,543,559,1387,624
3440,543,559,1387,624
3441,544,559,1387,624
3442,545,560,1387,625
3443,545,561,1387,625
3444,545,561,1387,625
3445,546,562,1387,625
3446,546,563,1387,625
3447,546,563,1387,625
3448,546,563,1387,625
3449,545,563,1387,625
3450,545,563,1387,625
3451,544,563,1387,625
3452,545,563,1388,625
3453,545,563,1387,625
3454,547,565,1388,625
3455,547,565,1388,625
3456,547,565,1388,625
3457,546,566,1388,625
3458,546,566,1388,625
3459,547,567,1388,625
3460,548,567,1388,625
3461,549,568,1388,625
3462,550,568,1388,625
3463,550,569,1388,625
3464,550,569,1388,625
3465,550,569,1388,625
3466,550,569,1388,625
3467,550,569,1388,625
3468,550,569,1388,625
3469,550,569,1388,625
3470,550,569,1388,625
3471,551,569,1388,625
3472,551,570,1388,625
3473,551,570,1388,625
3474,551,570,1388,625
3475,551,570,1388,625
3476,551,570,1388,625
3477,550,570,1388,625
3478,550,570,1388,625
3479,550,570,1388,625
3480,550,570,1388,625
3481,551,570,1388,625
3482,550,570,1388,625
3483,551,570,1388,625
3484,551,571,1388,625
3485,551,570,1388,625
3486,551,571,1388,625
3487,551,570,1388,625
3488,551,571,1388,625
3489,551,571,1388,625
3490,551,571,1388,625
3491,551,571,1388,625
3492,551,571,1388,625
3493,552,571,1388,625
3494,551,570,1388,625
3495,551,570,1388,624
3496,552,570,1388,625
3497,551,570,1388,625
3498,552,570,1388,625
3499,551,570,1388,625
3500,552,570,1388,625
3501,552,570,1388,625
3502,552,570,1388,625
3503,551,570,1388,625
3504,552,570,1388,625
3505,551,570,1388,625
3506,552,570,1387,625
3507,551,571,1388,625
3508,552,570,1387,625
3509,551,570,1387,625
3510,552,570,1387,625
3511,551,570,1387,625
3512,552,570,1387,625
3513,552,570,1387,625
3514,552,570,1387,625
3515,552,570,1387,625
3516,552,570,1387,625
3517,552,569,1387,625
3518,552,569,1387,625
3519,553,568,1387,625
3520,553,569,1387,625
3521,553,568,1387,625
3522,553,567,1387,625
3523,553,566,1387,625
3524,554,565,1387,625
3525,554,563,1387,625
3526,554,562,1387,625
3527,554,562,1387,625
3528,554,561,1387,625
3529,554,560,1387,625
3530,553,559,1387,625
3531,551,559,1387,624
3532,552,558,1387,624
3533,554,554,1388,624
3534,552,551,1388,624
3535,554,550,1387,624
3536,556,550,1387,624
3537,557,547,1387,623
3538,557,545,1388,624
3539,557,543,1388,623
3540,1388,623,,
3541,1388,622,,
3542,1386,622,,
3543,1386,622,,
3544,1386,621,,
3545,1389,619,,
3546,1389,618,,
3547,1391,617,,
3548,1386,616,,
3549,1386,615,,
3550,1389,614,,
3551,1389,615,,
3552,1389,613,,
3553,1389,611,,
3554,1386,612,,
3555,1383,612,,
3556,1385,611,,
3557,1382,610,,
3558,1381,609,,
3559,1380,609,,
3560,1379,607,,
3561,1380,605,,
3562,1380,605,,
3563,1381,605,,
3564,1381,605,,
3565,1379,605,,
3566,1380,605,,
3567,1382,605,,
3568,1380,607,,
3569,1380,608,,
3570,1377,609,,
3571,1378,612,,
3572,1378,613,,
3573,1381,613,,
3574,541,541,1384,616
3575,540,542,1384,618
3576,540,547,1389,621
3577,540,547,1391,622
3578,541,547,1389,622
3579,542,548,1388,621
3580,544,549,1386,617
3581,547,552,1392,617
3582,548,556,1399,613
3583,546,556,1404,611
3584,544,558,1407,609
3585,541,558,1407,607
3586,540,558,1410,605
3587,539,558,1410,604
3588,539,557,1413,602
3589,537,557,1415,601
3590,535,555,1413,601
3591,535,552,1407,600
3592,534,549,1407,601
3593,534,547,1408,602
3594,533,546,1417,602
3595,532,544,1417,603
3596,1417,605,,
3597,1415,607,,
3598,1416,608,,
3599,1416,608,,
3600,1415,608,,
3601,1416,607,,
3602,1411,606,,
3603,1409,606,,
3604,1405,605,,
3605,523,541,1403,602
3606,523,545,1400,600
3607,523,548,1397,595
3608,521,549,1393,592
3609,520,552,1390,591
3610,518,555,1382,587
3611,518,557,1384,586
3612,518,558,1381,583
3613,517,560,1377,581
3614,515,561,1368,578
3615,514,561,1364,580
3616,513,562,1353,579
3617,511,562,1350,577
3618,508,563,1329,572
3619,508,562,1321,573
3620,507,561,1309,567
3621,506,561,1304,564
3622,505,560,1307,560
3623,504,559,1308,557
3624,503,558,1308,551
3625,505,558,1310,550
3626,506,559,1316,546
3627,507,559,,
3628,508,560,,
3629,509,561,,
3630,511,563,,
3631,512,564,,
3632,514,565,,
3633,518,569,,
3634,524,574,,
3635,523,575,,
3636,526,584,,
3637,527,588,,
3638,525,592,,
3639,522,601,,
3640,517,605,,
3641,511,607,,
3642,508,608,,
3643,505,611,1396,542
3644,504,613,1399,544
3645,504,612,1401,544
3646,504,612,1400,545
3647,505,610,1404,543
3648,515,607,1411,542
3649,517,605,,
3650,517,601,,
3651,515,597,,
3652,518,594,,
3653,518,593,,
3654,512,589,,
3655,509,585,,
3656,504,579,,
3657,503,577,,
3658,500,574,,
3659,499,569,,
3660,495,557,1534,543
3661,496,563,1544,543
3662,495,553,1556,547
3663,495,553,1562,550
3664,492,548,1569,554
3665,491,546,1574,555
3666,489,548,1578,556
3667,488,545,1582,556
3668,485,553,1588,556
3669,484,553,1590,556
3670,486,556,1596,555
3671,486,561,1599,553
3672,487,568,1602,550
3673,487,570,1605,547
3674,489,572,1607,541
3675,490,571,,
3676,495,571,,
3677,495,571,,
3678,494,570,,
3679,493,567,,
3680,492,564,,
3681,490,561,,
3682,488,557,,
3683,487,556,,
3684,484,552,,
3685,483,547,,
3686,479,545,,
3687,478,544,,
3688,473,541,,
3689,,,,
3690,,,,
3691,469,541,,
3692,,,,
3693,,,,
3694,,,,
3695,,,,
3696,466,541,1696,544
3697,1702,546,,
3698,466,542,1709,548
3699,1711,548,,
3700,464,541,1711,545
3701,1712,545,,
3702,1713,543,,
3703,1715,542,,
3704,1717,541,,
3705,1721,543,,
3706,1727,542,,
3707,,,,
3708,,,,
3709,,,,
3710,,,,
3711,,,,
3712,,,,
3713,,,,
3714,,,,
3715,,,,
3716,,,,
3717,,,,
3718,,,,
3719,,,,
3720,,,,
3721,1754,541,,
3722,,,,
3723,,,,
3724,1740,541,,
3725,1734,541,,
3726,,,,
3727,,,,
3728,,,,
3729,,,,
3730,,,,
3731,,,,
3732,,,,
3733,,,,
3734,,,,
3735,,,,
3736,,,,
3737,,,,
3738,1707,541,,
3739,1705,543,,
3740,1703,545,,
3741,1702,546,,
3742,1701,547,,
3743,1700,546,,
3744,1700,546,,
3745,1698,547,,
3746,1696,549,,
3747,1694,550,,
3748,1691,550,,
3749,1689,550,,
3750,1687,551,,
3751,1684,552,,
3752,1681,552,,
3753,1678,552,,
3754,1675,553,,
3755,1673,553,,
3756,1671,553,,
3757,1669,553,,
3758,1667,554,,
3759,1664,556,,
3760,1662,556,,
3761,1660,557,,
3762,1656,557,,
3763,1654,558,,
3764,1651,558,,
3765,1648,559,,
3766,1647,561,,
3767,1646,562,,
3821,946,628,,
3822,945,633,,
3957,125,547,206,545
4304,541,569,1347,589
4305,541,568,1347,589
4306,541,567,1348,590
4307,541,567,1349,590
4308,541,567,1349,590
4309,541,567,1350,591
4310,541,567,1349,591
4311,542,567,1350,591
4312,542,566,1352,591
4313,542,565,1354,590
4314,542,565,1356,589
4315,542,565,1357,589
4316,542,564,1357,589
4317,542,564,1359,588
4318,543,564,1360,589
4319,543,563,1361,589
4320,543,562,1362,589
4321,543,561,1362,588
4322,543,560,1363,588
4323,543,559,1364,587
4324,543,559,1365,587
4325,543,558,1368,587
4326,543,558,1370,587
4327,542,557,1374,587
4328,542,556,1376,587
4329,542,555,1381,586
4330,542,555,1383,584
4331,542,554,1387,583
4332,542,554,1389,583
4333,542,553,1392,583
4334,542,553,1393,583
4335,541,552,1395,584
4336,540,551,1395,585
4337,538,550,1394,586
4338,536,549,1394,588
4339,535,548,1393,591
4340,536,547,1396,597
4341,533,546,1404,601
4342,532,546,1400,592
4343,531,546,1401,588
4344,530,546,1398,589
4345,530,546,1399,591
4346,530,546,1401,590
4347,530,545,1402,591
4348,531,546,1406,593
4349,530,545,1408,596
4350,530,545,1417,603
4351,530,544,1428,612
4352,528,544,1436,618
4353,527,544,1440,616
4354,527,543,1446,616
4355,526,542,1451,615
4356,527,542,1459,614
4357,528,541,1465,613
4358,526,541,1474,614
4359,526,541,1481,614
4360,528,541,1487,613
4361,530,541,1496,612
4362,533,541,1506,613
4363,535,542,1512,613
4364,535,542,1519,616
4365,536,543,1528,619
4366,538,545,1539,622
4367,540,547,1544,625
4368,540,547,1552,631
4369,540,550,1554,634
4370,542,552,1556,640
4371,543,554,1560,640
4372,545,557,1563,646
4373,548,561,1563,651
4374,552,562,1562,650
4375,555,564,1561,650
4376,554,566,1557,651
4377,554,567,1550,646
4378,557,569,1545,645
4379,558,571,1539,643
4380,565,573,1537,641
4381,565,573,1534,638
4382,570,573,1530,636
4383,570,572,1524,634
4384,572,571,1515,632
4385,571,570,1504,628
4386,569,570,1488,626
4387,568,568,1483,624
4388,565,565,1480,622
4389,563,561,1480,620
4390,561,560,1479,621
4391,559,558,1478,622
4392,555,557,1475,624
4393,552,557,1473,626
4394,549,555,1473,628
4395,547,555,1472,630
4396,541,553,1471,630
4397,536,552,1472,630
4398,533,551,1469,629
4399,533,550,1467,627
4400,534,549,1465,624
4401,532,551,1462,623
4402,532,549,1459,621
4403,531,550,1454,617
4404,529,551,1448,616
4405,528,551,1445,613
4406,530,553,1444,611
4407,529,556,1441,609
4408,529,558,1439,607
4409,529,560,1437,605
4410,528,562,1433,602
4411,528,562,1431,602
4412,528,563,1428,599
4413,530,563,1427,597
4414,529,563,1422,593
4415,531,563,1419,590
4416,532,561,1403,586
4417,529,560,1398,583
4418,529,558,1383,579
4419,525,557,1376,574
4420,524,558,1370,570
4421,525,557,1371,564
4422,519,558,1373,557
4423,522,557,1377,551
4424,525,559,1385,548
4425,524,560,1392,543
4426,518,560,,
4427,522,561,,
4428,515,561,,
4429,510,561,,
4430,508,561,,
4431,510,564,,
4432,505,566,,
4433,506,571,,
4434,508,575,,
4435,509,579,,
4436,514,582,,
4437,515,585,1460,544
4438,516,590,1461,547
4439,520,594,1461,549
4440,519,596,1462,553
4441,525,599,1462,556
4442,527,603,1463,560
4443,529,605,1463,563
4444,531,604,1464,565
4445,529,606,1464,569
4446,530,605,1464,568
4447,529,605,1464,567
4448,528,604,1465,564
4449,528,602,1470,561
4450,531,596,1478,559
4451,527,595,1487,556
4452,527,593,1493,550
4453,528,588,1500,548
4454,524,583,1508,547
4455,521,579,1512,545
4456,516,574,1518,545
4457,516,572,1524,544
4458,518,564,1527,543
4459,520,563,1532,543
4460,520,546,1540,543
4461,518,541,1545,544
4462,1549,547,,
4463,1554,549,,
4464,1554,551,,
4465,1556,552,,
4466,507,547,1559,554
4467,506,545,1562,554
4468,511,552,1565,554
4469,511,559,1566,553
4470,513,571,1566,550
4471,513,573,1568,545
4472,511,577,1572,546
4473,510,580,1572,542
4474,513,582,,
4475,513,583,,
4476,514,583,,
4477,513,582,,
4478,517,582,,
4479,517,582,,
4480,518,580,,
4481,517,579,,
4482,517,578,,
4483,516,577,,
4484,514,577,,
4485,514,577,,
4486,509,577,,
4487,508,577,,
4488,504,578,,
4489,502,579,,
4490,499,580,,
4491,500,580,,
4492,497,580,,
4493,497,581,,
4494,496,582,,
4495,496,582,,
4496,496,582,,
4497,495,582,,
4498,495,581,,
4499,494,580,,
4500,493,580,,
4501,492,580,,
4502,491,581,,
4503,490,581,,
4504,489,582,,
4505,488,583,,
4506,488,585,,
4507,486,584,,
4508,484,585,,
4509,483,588,,
4510,482,590,,
4511,481,595,,
4512,482,598,,
4513,483,603,,
4514,482,607,,
4515,483,611,,
4516,484,616,,
4517,485,620,,
4518,484,630,,
4519,485,636,,
4520,488,644,,
4521,489,652,,
4522,488,656,,
4523,487,663,,
4524,486,668,,
4525,482,675,,
4526,477,682,,
4527,473,686,,
4528,474,688,,
4529,475,690,,
4530,473,690,,
4531,474,692,,
4532,483,693,,
4533,487,693,,
4534,507,692,,
4535,512,691,,
4536,527,688,,
4537,531,686,,
4538,538,685,,
4539,538,684,,
4540,538,680,,
4541,537,678,,
4542,533,677,,
4543,532,676,,
4544,529,672,,
4545,527,668,,
4546,522,663,,
4547,521,662,,
4548,520,659,,
4549,520,657,,
4550,517,655,,
4551,515,653,,
4552,514,653,,
4553,512,652,,
4554,507,652,,
4555,506,651,,
4556,504,650,,
4557,502,650,,
4558,500,646,,
4559,502,640,,
4560,501,634,,
4561,501,631,,
4562,497,622,,
4563,495,615,,
4564,498,606,,
4565,495,601,,
4566,492,594,,
4567,490,588,,
4568,489,580,,
4569,487,574,,
4570,485,567,,
4571,485,561,,
4572,484,557,,
4573,481,557,,
4574,481,554,,
4575,481,553,,
4576,481,552,,
4577,484,554,,
4578,485,556,,
4579,486,558,,
4580,487,558,,
4581,489,560,,
4582,491,559,,
4583,493,559,,
4584,493,559,,
4585,494,561,,
4586,495,557,,
4587,494,555,,
4588,494,552,,
4589,493,550,,
4590,492,550,,
4591,492,550,,
4592,492,549,,
4593,491,546,,
4594,490,544,,
4595,489,541,,
4596,,,,
4597,,,,
4598,,,,
4599,,,,
4600,,,,
4601,,,,
4602,,,,
4603,,,,
4604,,,,
4605,,,,
4606,,,,
4607,,,,
4608,,,,
4609,,,,
4610,,,,
4611,,,,
4612,,,,
4613,,,,
4614,,,,
4615,,,,
4616,,,,
4617,,,,
4618,,,,
4619,,,,
4620,,,,
4621,,,,
4622,,,,
4623,,,,
4624,,,,
4625,,,,
4626,,,,
4627,,,,
4628,,,,
4629,,,,
4630,,,,
4631,,,,
4632,,,,
4633,,,,
4634,,,,
4635,,,,
4636,,,,
4637,,,,
4638,,,,
4639,,,,
4640,,,,
4641,,,,
4642,,,,
4643,,,,
4644,,,,
4645,,,,
4646,,,,
4647,,,,
4648,,,,
4649,,,,
4650,,,,
4651,,,,
4652,,,,
4653,,,,
4654,,,,
4655,,,,
4656,,,,
4657,,,,
4658,1453,541,,
4659,1450,545,,
4660,1448,546,,
4661,1448,549,,
4662,1447,551,,
4663,1446,552,,
4664,1445,552,,
4665,1444,552,,
4666,1442,553,,
4667,1441,553,,
4668,1441,554,,
4669,1440,555,,
4670,348,957,601,960
4675,383,976,647,1003
4700,222,905,228,843
5180,561,560,1338,588
5181,562,560,1338,587
5182,562,560,1339,587
5183,562,559,1340,587
5184,562,559,1340,587
5185,562,559,1342,586
5186,563,558,1343,585
5187,564,557,1345,585
5188,564,557,1346,585
5189,563,557,1348,584
5190,565,556,1348,584
5191,565,554,1349,583
5192,566,554,1350,583
5193,567,552,1352,582
5194,567,551,1354,582
5195,567,550,1356,582
5196,567,550,1360,582
5197,567,550,1362,581
5198,567,549,1365,580
5199,566,548,1368,580
5200,566,548,1370,580
5201,564,547,1375,580
5202,564,547,1377,579
5203,564,545,1381,579
5204,561,545,1386,579
5205,560,545,1389,579
5206,557,545,1393,579
5207,555,546,1398,581
5208,555,545,1403,582
5209,556,545,1404,582
5210,557,545,1406,582
5211,556,545,1406,584
5212,554,545,1406,584
5213,552,544,1406,585
5214,550,544,1406,586
5215,550,544,1407,588
5216,549,544,1409,586
5217,549,544,1412,581
5218,548,543,1407,583
5219,548,543,1403,583
5220,548,541,1404,581
5221,1405,579,,
5222,1408,580,,
5223,1411,580,,
5224,1415,587,,
5225,1418,598,,
5226,1423,609,,
5227,1425,608,,
5228,1432,609,,
5229,1436,607,,
5230,1446,607,,
5231,1454,607,,
5232,1461,607,,
5233,1467,610,,
5234,1476,610,,
5235,1482,612,,
5236,1489,611,,
5237,1495,613,,
5238,1502,617,,
5239,1506,618,,
5240,557,541,1507,621
5241,558,541,1514,622
5242,561,541,1516,629
5243,563,543,1517,633
5244,568,544,1518,638
5245,570,545,1516,641
5246,573,546,1516,645
5247,576,547,1516,644
5248,580,547,1512,644
5249,583,546,1506,643
5250,588,546,1497,642
